Price,Close,High,Low,Open,Volume,Signal
Ticker,^STI,^STI,^STI,^STI,^STI,
Date,,,,,,
2015-10-08,2947.030029296875,2983.6201171875,2938.8798828125,2978.030029296875,0,0
2015-10-09,2998.5,3011.6298828125,2963.0,2968.169921875,0,0
2015-10-12,3032.110107421875,3035.669921875,2979.6298828125,2991.590087890625,0,0
2015-10-13,2984.8798828125,3031.139892578125,2984.780029296875,3021.860107421875,0,0
2015-10-14,2983.919921875,3004.080078125,2960.860107421875,2981.239990234375,0,0
2015-10-15,3015.139892578125,3017.39990234375,2994.75,2996.14990234375,0,0
2015-10-16,3030.610107421875,3047.10009765625,3021.47998046875,3032.85009765625,0,0
2015-10-19,3024.5,3032.25,3013.64990234375,3023.530029296875,0,0
2015-10-20,3019.030029296875,3032.919921875,3012.60009765625,3024.820068359375,0,0
2015-10-21,3025.699951171875,3038.830078125,3016.760009765625,3034.699951171875,0,0
2015-10-22,3038.110107421875,3046.39990234375,3025.8701171875,3026.39990234375,0,0
2015-10-23,3068.4599609375,3074.9599609375,3061.64990234375,3070.93994140625,0,0
2015-10-26,3083.070068359375,3104.719970703125,3081.909912109375,3092.31005859375,0,0
2015-10-27,3052.530029296875,3082.280029296875,3049.550048828125,3074.199951171875,0,0
2015-10-28,3040.510009765625,3055.81005859375,3035.760009765625,3043.449951171875,0,0
2015-10-29,3001.510009765625,3059.570068359375,2997.64990234375,3050.60009765625,0,0
2015-10-30,2998.35009765625,3007.530029296875,2975.739990234375,2975.739990234375,0,0
2015-11-02,2974.409912109375,2981.1201171875,2948.419921875,2976.719970703125,0,0
2015-11-03,2999.56005859375,3019.639892578125,2999.56005859375,3001.719970703125,0,0
2015-11-04,3040.47998046875,3041.780029296875,3008.89990234375,3010.85009765625,0,0
2015-11-05,3023.64990234375,3043.85009765625,3017.8701171875,3029.43994140625,0,0
2015-11-06,3010.469970703125,3025.760009765625,3006.510009765625,3022.52001953125,0,0
2015-11-09,2997.719970703125,3022.260009765625,2989.22998046875,3014.800048828125,0,0
2015-11-11,2981.590087890625,3011.97998046875,2980.820068359375,2999.320068359375,0,0
2015-11-12,2959.010009765625,2983.139892578125,2955.35009765625,2973.330078125,0,0
2015-11-13,2925.679931640625,2948.7099609375,2919.10009765625,2938.68994140625,0,0
2015-11-16,2915.72998046875,2923.93994140625,2885.60009765625,2902.909912109375,0,0
2015-11-17,2916.780029296875,2940.860107421875,2910.169921875,2934.3798828125,0,0
2015-11-18,2886.080078125,2909.449951171875,2884.030029296875,2905.5,0,0
2015-11-19,2919.830078125,2932.780029296875,2906.820068359375,2907.1298828125,0,0
2015-11-20,2917.909912109375,2919.02001953125,2892.31005859375,2915.0,0,0
2015-11-23,2903.489990234375,2925.159912109375,2903.489990234375,2924.10009765625,0,0
2015-11-24,2923.489990234375,2939.409912109375,2898.820068359375,2902.7099609375,0,0
2015-11-25,2891.580078125,2928.419921875,2886.889892578125,2926.56005859375,0,0
2015-11-26,2884.68994140625,2903.85009765625,2880.72998046875,2903.320068359375,0,0
2015-11-27,2859.1201171875,2875.989990234375,2843.949951171875,2875.010009765625,0,1
2015-11-30,2855.93994140625,2877.530029296875,2855.93994140625,2871.050048828125,0,0
2015-12-01,2870.260009765625,2881.8701171875,2858.10009765625,2862.7900390625,0,0
2015-12-02,2883.639892578125,2902.800048828125,2880.860107421875,2885.97998046875,0,0
2015-12-03,2883.889892578125,2890.030029296875,2857.489990234375,2864.360107421875,0,0
2015-12-04,2879.050048828125,2879.050048828125,2856.510009765625,2863.320068359375,0,0
2015-12-07,2900.919921875,2911.43994140625,2895.77001953125,2896.8701171875,0,-1
2015-12-08,2876.030029296875,2886.3701171875,2865.639892578125,2885.389892578125,0,0
2015-12-09,2861.18994140625,2874.199951171875,2860.02001953125,2870.639892578125,0,1
2015-12-10,2848.4599609375,2862.10009765625,2841.739990234375,2858.820068359375,0,0
2015-12-11,2834.6298828125,2856.949951171875,2833.929931640625,2850.7099609375,0,0
2015-12-14,2815.0400390625,2821.669921875,2793.389892578125,2819.780029296875,0,0
2015-12-15,2815.52001953125,2833.919921875,2800.7099609375,2808.6298828125,0,0
2015-12-16,2840.919921875,2846.43994140625,2823.639892578125,2833.14990234375,0,0
2015-12-17,2861.179931640625,2868.8701171875,2833.570068359375,2843.699951171875,0,0
2015-12-18,2852.840087890625,2857.389892578125,2831.10009765625,2832.43994140625,0,0
2015-12-21,2845.550048828125,2850.179931640625,2827.75,2830.919921875,0,0
2015-12-22,2852.969970703125,2857.1201171875,2846.419921875,2852.18994140625,0,0
2015-12-23,2863.64990234375,2872.0,2858.659912109375,2859.139892578125,0,0
2015-12-24,2877.6201171875,2885.300048828125,2870.02001953125,2872.330078125,0,0
2015-12-28,2875.320068359375,2889.139892578125,2869.68994140625,2883.800048828125,0,0
2015-12-29,2888.219970703125,2890.85009765625,2877.219970703125,2880.909912109375,0,0
2015-12-30,2885.510009765625,2897.469970703125,2868.81005859375,2894.31005859375,0,-1
2015-12-31,2882.72998046875,2893.320068359375,2879.25,2893.18994140625,0,1
2016-01-04,2835.969970703125,2890.2099609375,2824.93994140625,2889.22998046875,0,0
2016-01-05,2834.22998046875,2846.27001953125,2820.419921875,2836.800048828125,0,0
2016-01-06,2804.27001953125,2844.06005859375,2800.780029296875,2838.56005859375,0,0
2016-01-07,2729.909912109375,2797.590087890625,2726.919921875,2797.179931640625,0,0
2016-01-08,2751.22998046875,2760.889892578125,2697.93994140625,2710.330078125,0,0
2016-01-11,2708.85009765625,2726.56005859375,2690.260009765625,2725.10009765625,0,0
2016-01-12,2691.780029296875,2721.469970703125,2687.909912109375,2709.570068359375,0,0
2016-01-13,2696.5,2717.360107421875,2670.39990234375,2712.68994140625,0,0
2016-01-14,2644.570068359375,2663.510009765625,2642.010009765625,2655.050048828125,0,0
2016-01-15,2630.760009765625,2663.340087890625,2626.81005859375,2656.8701171875,0,0
2016-01-18,2593.0,2604.39990234375,2578.090087890625,2593.60009765625,0,0
2016-01-19,2638.469970703125,2638.469970703125,2582.31005859375,2585.989990234375,0,0
2016-01-20,2559.77001953125,2616.360107421875,2557.840087890625,2612.530029296875,0,0
2016-01-21,2532.699951171875,2601.56005859375,2529.010009765625,2581.110107421875,0,0
2016-01-22,2577.090087890625,2595.010009765625,2549.43994140625,2578.989990234375,0,0
2016-01-25,2582.639892578125,2622.330078125,2580.360107421875,2601.840087890625,0,0
2016-01-26,2545.610107421875,2576.760009765625,2539.739990234375,2565.81005859375,0,0
2016-01-27,2546.179931640625,2584.06005859375,2546.179931640625,2579.139892578125,0,0
2016-01-28,2562.449951171875,2563.820068359375,2540.7099609375,2541.570068359375,0,0
2016-01-29,2629.110107421875,2629.110107421875,2553.780029296875,2569.760009765625,0,0
2016-02-01,2602.409912109375,2644.679931640625,2597.06005859375,2637.050048828125,0,0
2016-02-02,2579.22998046875,2602.360107421875,2578.27001953125,2587.22998046875,0,0
2016-02-03,2550.739990234375,2558.659912109375,2528.43994140625,2551.22998046875,0,0
2016-02-04,2558.489990234375,2579.179931640625,2554.080078125,2561.909912109375,0,0
2016-02-05,2623.2099609375,2623.2099609375,2568.3798828125,2569.080078125,0,0
2016-02-10,2582.10009765625,2582.8701171875,2538.7900390625,2559.639892578125,0,0
2016-02-11,2538.280029296875,2572.010009765625,2537.110107421875,2556.52001953125,0,0
2016-02-12,2539.949951171875,2555.530029296875,2531.7900390625,2536.550048828125,0,0
2016-02-15,2607.89990234375,2613.43994140625,2561.43994140625,2565.949951171875,0,0
2016-02-16,2644.580078125,2656.330078125,2585.530029296875,2602.830078125,0,0
2016-02-17,2613.7900390625,2654.909912109375,2607.14990234375,2652.550048828125,0,-1
2016-02-18,2657.570068359375,2668.219970703125,2643.090087890625,2646.679931640625,0,1
2016-02-19,2656.8701171875,2661.43994140625,2642.840087890625,2660.6201171875,0,-1
2016-02-22,2660.64990234375,2669.3798828125,2652.919921875,2653.7900390625,0,0
2016-02-23,2672.070068359375,2684.7900390625,2665.06005859375,2680.0400390625,0,0
2016-02-24,2619.9599609375,2661.580078125,2614.489990234375,2654.64990234375,0,1
2016-02-25,2603.39990234375,2642.860107421875,2588.830078125,2639.97998046875,0,0
2016-02-26,2649.3798828125,2653.739990234375,2618.360107421875,2626.6298828125,0,0
2016-02-29,2666.510009765625,2667.830078125,2638.75,2666.070068359375,0,-1
2016-03-01,2682.389892578125,2682.389892578125,2654.97998046875,2666.7099609375,0,0
2016-03-02,2726.9599609375,2738.570068359375,2713.139892578125,2718.27001953125,0,0
2016-03-03,2787.6201171875,2787.6201171875,2735.419921875,2735.419921875,0,0
2016-03-04,2837.0,2837.0,2791.820068359375,2792.9599609375,0,0
2016-03-07,2823.510009765625,2850.52001953125,2809.719970703125,2843.659912109375,0,0
2016-03-08,2778.77001953125,2826.75,2773.18994140625,2821.989990234375,0,0
2016-03-09,2810.429931640625,2813.639892578125,2770.260009765625,2783.639892578125,0,0
2016-03-10,2809.1201171875,2829.070068359375,2798.699951171875,2828.139892578125,0,0
2016-03-11,2828.860107421875,2830.469970703125,2789.6298828125,2807.93994140625,0,0
2016-03-14,2847.06005859375,2867.199951171875,2841.510009765625,2849.409912109375,0,0
2016-03-15,2839.43994140625,2857.300048828125,2828.679931640625,2851.919921875,0,0
2016-03-16,2844.2099609375,2854.8701171875,2833.080078125,2845.090087890625,0,0
2016-03-17,2880.169921875,2884.39990234375,2865.81005859375,2872.1298828125,0,0
2016-03-18,2906.800048828125,2906.800048828125,2886.35009765625,2888.75,0,0
2016-03-21,2880.68994140625,2906.260009765625,2867.010009765625,2905.489990234375,0,0
2016-03-22,2880.64990234375,2901.340087890625,2868.949951171875,2884.840087890625,0,0
2016-03-23,2881.97998046875,2895.969970703125,2874.14990234375,2888.669921875,0,0
2016-03-24,2847.389892578125,2875.330078125,2840.239990234375,2875.18994140625,0,0
2016-03-28,2830.2900390625,2855.1201171875,2821.260009765625,2851.389892578125,0,0
2016-03-29,2819.080078125,2836.85009765625,2816.52001953125,2836.419921875,0,0
2016-03-30,2872.780029296875,2874.260009765625,2836.929931640625,2839.659912109375,0,0
2016-03-31,2840.89990234375,2855.449951171875,2831.110107421875,2832.6298828125,0,0
2016-04-01,2818.489990234375,2834.6201171875,2807.8701171875,2820.659912109375,0,1
2016-04-04,2835.35009765625,2846.090087890625,2817.510009765625,2826.419921875,158708700,0
2016-04-05,2800.919921875,2814.5,2783.72998046875,2810.5400390625,0,-1
2016-04-06,2811.25,2817.419921875,2788.800048828125,2798.919921875,0,1
2016-04-07,2813.590087890625,2835.320068359375,2809.56005859375,2817.800048828125,0,-1
2016-04-08,2808.320068359375,2809.2099609375,2783.419921875,2789.590087890625,0,1
2016-04-11,2809.239990234375,2817.56005859375,2794.14990234375,2797.360107421875,0,0
2016-04-12,2814.64990234375,2815.889892578125,2802.64990234375,2810.72998046875,0,0
2016-04-13,2890.409912109375,2890.409912109375,2835.85009765625,2838.179931640625,0,0
2016-04-14,2913.929931640625,2924.239990234375,2909.0400390625,2910.1298828125,0,-1
2016-04-15,2923.93994140625,2925.860107421875,2905.06005859375,2917.35009765625,0,0
2016-04-18,2917.75,2917.75,2892.739990234375,2901.39990234375,0,0
2016-04-19,2951.81005859375,2954.2099609375,2928.699951171875,2930.419921875,0,0
2016-04-20,2949.949951171875,2959.590087890625,2929.7099609375,2955.070068359375,0,0
2016-04-21,2960.780029296875,2964.10009765625,2941.699951171875,2952.1298828125,0,0
2016-04-22,2940.429931640625,2946.110107421875,2930.06005859375,2936.580078125,0,0
2016-04-25,2900.280029296875,2933.260009765625,2886.25,2930.610107421875,0,0
2016-04-26,2894.659912109375,2899.7900390625,2873.52001953125,2888.3798828125,0,1
2016-04-27,2874.719970703125,2892.27001953125,2869.77001953125,2890.409912109375,0,0
2016-04-28,2862.300048828125,2900.25,2857.159912109375,2892.85009765625,0,-1
2016-04-29,2838.52001953125,2860.070068359375,2834.510009765625,2860.070068359375,0,1
2016-05-03,2811.199951171875,2848.89990234375,2806.320068359375,2842.860107421875,0,0
2016-05-04,2773.070068359375,2795.64990234375,2761.929931640625,2786.35009765625,0,0
2016-05-05,2767.81005859375,2773.429931640625,2749.840087890625,2754.639892578125,0,0
2016-05-06,2730.800048828125,2752.179931640625,2722.60009765625,2747.06005859375,0,0
2016-05-09,2766.06005859375,2766.06005859375,2734.31005859375,2745.360107421875,0,0
2016-05-10,2741.14990234375,2763.2900390625,2736.179931640625,2746.469970703125,0,0
2016-05-11,2732.8701171875,2763.449951171875,2720.77001953125,2758.97998046875,0,0
2016-05-12,2745.389892578125,2747.530029296875,2723.919921875,2729.139892578125,0,0
2016-05-13,2734.909912109375,2738.610107421875,2713.469970703125,2735.68994140625,0,0
2016-05-16,2736.06005859375,2741.840087890625,2721.699951171875,2726.31005859375,0,0
2016-05-17,2781.110107421875,2788.64990234375,2744.080078125,2744.260009765625,0,0
2016-05-18,2777.110107421875,2791.179931640625,2759.5,2764.110107421875,0,0
2016-05-19,2740.110107421875,2775.449951171875,2731.47998046875,2771.219970703125,0,0
2016-05-20,2763.820068359375,2768.64990234375,2738.030029296875,2744.3798828125,0,0
2016-05-23,2766.929931640625,2775.3701171875,2740.820068359375,2761.7900390625,0,0
2016-05-24,2750.22998046875,2766.22998046875,2742.64990234375,2760.739990234375,0,0
2016-05-25,2766.659912109375,2790.300048828125,2766.659912109375,2786.179931640625,0,0
2016-05-26,2773.31005859375,2791.4599609375,2772.22998046875,2783.85009765625,0,0
2016-05-27,2802.510009765625,2805.6298828125,2778.219970703125,2782.0400390625,0,0
2016-05-30,2796.75,2807.659912109375,2786.949951171875,2796.14990234375,0,0
2016-05-31,2791.06005859375,2834.0400390625,2791.06005859375,2829.330078125,0,-1
2016-06-01,2790.5400390625,2796.489990234375,2778.64990234375,2787.989990234375,0,1
2016-06-02,2795.090087890625,2806.10009765625,2787.8701171875,2789.14990234375,0,0
2016-06-03,2809.22998046875,2816.260009765625,2803.530029296875,2808.510009765625,0,-1
2016-06-06,2831.280029296875,2833.7900390625,2816.889892578125,2819.070068359375,0,0
2016-06-07,2848.090087890625,2853.639892578125,2840.1201171875,2844.800048828125,0,0
2016-06-08,2862.3798828125,2867.10009765625,2846.5,2857.4599609375,0,0
2016-06-09,2843.800048828125,2881.919921875,2843.800048828125,2871.7900390625,0,0
2016-06-10,2822.969970703125,2851.530029296875,2812.5,2850.050048828125,0,0
2016-06-13,2785.429931640625,2793.300048828125,2771.860107421875,2786.35009765625,0,1
2016-06-14,2768.330078125,2789.06005859375,2763.530029296875,2770.9599609375,0,0
2016-06-15,2774.25,2779.280029296875,2759.02001953125,2760.800048828125,0,0
2016-06-16,2751.56005859375,2770.989990234375,2744.31005859375,2768.949951171875,0,0
2016-06-17,2763.419921875,2774.35009765625,2748.64990234375,2770.6298828125,0,0
2016-06-20,2800.8701171875,2802.25,2782.719970703125,2785.159912109375,0,0
2016-06-21,2789.449951171875,2809.199951171875,2788.639892578125,2801.739990234375,0,-1
2016-06-22,2786.1298828125,2815.219970703125,2786.1298828125,2797.330078125,0,0
2016-06-23,2793.85009765625,2810.43994140625,2793.85009765625,2806.840087890625,0,1
2016-06-24,2735.389892578125,2807.7099609375,2715.760009765625,2807.7099609375,0,0
2016-06-27,2729.85009765625,2750.27001953125,2709.56005859375,2722.159912109375,0,0
2016-06-28,2756.530029296875,2766.570068359375,2703.47998046875,2705.070068359375,0,0
2016-06-29,2792.72998046875,2801.47998046875,2767.43994140625,2769.06005859375,0,0
2016-06-30,2840.929931640625,2880.719970703125,2831.719970703125,2880.719970703125,0,-1
2016-07-01,2846.3701171875,2850.179931640625,2832.550048828125,2848.449951171875,0,0
2016-07-04,2870.56005859375,2874.89990234375,2842.320068359375,2855.360107421875,0,0
2016-07-05,2864.669921875,2873.669921875,2854.159912109375,2870.840087890625,0,0
2016-07-07,2862.169921875,2867.22998046875,2854.2099609375,2859.81005859375,0,0
2016-07-08,2847.0400390625,2862.22998046875,2830.0,2859.469970703125,0,0
2016-07-11,2876.139892578125,2884.580078125,2868.800048828125,2882.280029296875,0,0
2016-07-12,2901.820068359375,2901.820068359375,2878.10009765625,2882.949951171875,0,0
2016-07-13,2910.64990234375,2917.419921875,2899.919921875,2914.7900390625,0,0
2016-07-14,2906.919921875,2913.64990234375,2903.169921875,2910.85009765625,0,0
2016-07-15,2925.35009765625,2939.030029296875,2915.14990234375,2932.35009765625,0,0
2016-07-18,2928.760009765625,2941.14990234375,2923.75,2930.639892578125,0,0
2016-07-19,2919.5400390625,2931.43994140625,2902.409912109375,2927.510009765625,0,0
2016-07-20,2945.739990234375,2953.1298828125,2917.139892578125,2934.72998046875,0,0
2016-07-21,2940.47998046875,2958.89990234375,2936.4599609375,2946.3701171875,0,0
2016-07-22,2945.35009765625,2945.35009765625,2925.050048828125,2925.639892578125,0,0
2016-07-25,2929.85009765625,2955.9599609375,2929.85009765625,2951.340087890625,0,0
2016-07-26,2933.43994140625,2934.02001953125,2902.260009765625,2917.169921875,0,0
2016-07-27,2941.489990234375,2941.760009765625,2924.85009765625,2935.580078125,0,0
2016-07-28,2918.6201171875,2928.85009765625,2911.090087890625,2928.580078125,0,0
2016-07-29,2868.68994140625,2896.18994140625,2865.659912109375,2887.35009765625,0,0
2016-08-01,2892.52001953125,2898.27001953125,2874.3798828125,2875.590087890625,0,1
2016-08-02,2856.669921875,2879.669921875,2847.97998046875,2869.93994140625,0,0
2016-08-03,2827.580078125,2839.429931640625,2810.8798828125,2828.52001953125,0,0
2016-08-04,2831.9599609375,2844.1298828125,2826.35009765625,2839.110107421875,0,0
2016-08-05,2828.169921875,2839.360107421875,2821.610107421875,2837.64990234375,0,0
2016-08-08,2870.780029296875,2884.840087890625,2849.070068359375,2850.860107421875,0,0
2016-08-10,2875.570068359375,2893.340087890625,2869.25,2876.39990234375,0,0
2016-08-11,2869.820068359375,2880.699951171875,2853.2900390625,2858.60009765625,0,0
2016-08-12,2867.39990234375,2883.159912109375,2856.93994140625,2881.340087890625,0,0
2016-08-15,2867.2099609375,2874.320068359375,2855.820068359375,2857.719970703125,0,0
2016-08-16,2858.800048828125,2880.7099609375,2858.800048828125,2879.1201171875,0,0
2016-08-17,2843.35009765625,2859.77001953125,2841.4599609375,2855.570068359375,0,0
2016-08-18,2836.97998046875,2849.5400390625,2830.10009765625,2840.090087890625,0,0
2016-08-19,2844.02001953125,2849.0,2835.56005859375,2848.43994140625,0,0
2016-08-22,2841.18994140625,2847.429931640625,2831.14990234375,2843.760009765625,0,0
2016-08-23,2850.429931640625,2850.429931640625,2834.8701171875,2841.60009765625,0,0
2016-08-24,2869.570068359375,2870.719970703125,2843.1201171875,2845.300048828125,0,0
2016-08-25,2876.929931640625,2879.580078125,2865.919921875,2868.639892578125,0,0
2016-08-26,2857.64990234375,2878.10009765625,2854.1298828125,2876.580078125,0,0
2016-08-29,2829.429931640625,2853.070068359375,2828.820068359375,2844.2099609375,0,0
2016-08-30,2828.389892578125,2846.3798828125,2823.909912109375,2846.179931640625,0,0
2016-08-31,2820.590087890625,2833.419921875,2816.639892578125,2822.679931640625,0,0
2016-09-01,2816.469970703125,2836.22998046875,2809.52001953125,2821.929931640625,0,0
2016-09-02,2803.919921875,2820.030029296875,2795.239990234375,2807.429931640625,0,0
2016-09-05,2851.739990234375,2853.14990234375,2827.31005859375,2828.489990234375,0,0
2016-09-06,2896.550048828125,2905.840087890625,2854.39990234375,2856.469970703125,0,0
2016-09-07,2893.64990234375,2911.840087890625,2887.06005859375,2899.02001953125,0,-1
2016-09-08,2894.47998046875,2898.0400390625,2878.56005859375,2894.3798828125,0,1
2016-09-09,2873.330078125,2880.169921875,2863.469970703125,2878.300048828125,0,0
2016-09-13,2818.3798828125,2847.5,2815.47998046875,2829.409912109375,0,0
2016-09-14,2809.35009765625,2822.389892578125,2800.070068359375,2819.340087890625,0,0
2016-09-15,2805.52001953125,2809.550048828125,2791.3798828125,2798.429931640625,0,0
2016-09-16,2827.449951171875,2832.0400390625,2810.429931640625,2810.429931640625,0,0
2016-09-19,2852.139892578125,2852.139892578125,2824.8798828125,2830.669921875,0,0
2016-09-20,2854.68994140625,2854.68994140625,2840.949951171875,2844.320068359375,0,0
