Price,Close,High,Low,Open,Volume
Ticker,^STI,^STI,^STI,^STI,^STI
Date,,,,,
2010-05-18,2844.35009765625,2847.31005859375,2823.199951171875,2833.68994140625,0
2010-05-19,2774.5400390625,2844.35009765625,2774.5400390625,2844.35009765625,0
2010-05-20,2753.510009765625,2788.219970703125,2735.77001953125,2774.5400390625,0
2010-05-21,2701.199951171875,2753.510009765625,2676.5,2753.510009765625,0
2010-05-24,2723.8701171875,2748.080078125,2701.199951171875,2701.199951171875,0
2010-05-25,2650.610107421875,2723.8701171875,2648.14990234375,2723.8701171875,0
2010-05-26,2696.02001953125,2718.9599609375,2650.610107421875,2650.610107421875,0
2010-05-27,2739.699951171875,2747.669921875,2681.1201171875,2696.02001953125,0
2010-05-31,2752.60009765625,2769.389892578125,2739.699951171875,2739.699951171875,0
2010-06-01,2715.43994140625,2752.60009765625,2712.6298828125,2752.60009765625,0
2010-06-02,2727.570068359375,2741.419921875,2710.800048828125,2715.43994140625,0
2010-06-03,2793.469970703125,2793.590087890625,2727.570068359375,2727.570068359375,0
2010-06-04,2806.510009765625,2821.830078125,2778.5,2793.469970703125,0
2010-06-07,2751.8798828125,2765.06005859375,2726.800048828125,2736.669921875,0
2010-06-08,2746.610107421875,2772.64990234375,2746.610107421875,2751.8798828125,0
2010-06-09,2745.800048828125,2766.300048828125,2740.68994140625,2746.610107421875,0
2010-06-10,2779.580078125,2779.580078125,2745.800048828125,2745.800048828125,0
2010-06-11,2796.2900390625,2806.31005859375,2779.580078125,2779.580078125,0
2010-06-14,2818.070068359375,2819.10009765625,2801.18994140625,2804.2900390625,0
2010-06-15,2818.2099609375,2826.47998046875,2808.52001953125,2818.070068359375,0
2010-06-16,2846.93994140625,2857.860107421875,2818.2099609375,2818.2099609375,0
2010-06-17,2843.949951171875,2856.1201171875,2833.85009765625,2846.93994140625,0
2010-06-18,2833.39990234375,2854.989990234375,2833.39990234375,2843.949951171875,0
2010-06-21,2885.639892578125,2890.090087890625,2860.760009765625,2862.77001953125,0
2010-06-22,2872.300048828125,2888.06005859375,2869.570068359375,2885.639892578125,0
2010-06-23,2871.050048828125,2872.300048828125,2849.2900390625,2872.300048828125,0
2010-06-24,2847.610107421875,2876.39990234375,2841.72998046875,2871.050048828125,0
2010-06-25,2851.639892578125,2859.2900390625,2831.64990234375,2847.610107421875,0
2010-06-28,2869.989990234375,2873.179931640625,2850.75,2854.72998046875,0
2010-06-29,2830.340087890625,2882.7900390625,2818.080078125,2869.989990234375,0
2010-06-30,2835.510009765625,2835.510009765625,2770.1201171875,2830.340087890625,0
2010-07-01,2820.35009765625,2835.510009765625,2814.43994140625,2835.510009765625,0
2010-07-02,2844.18994140625,2853.949951171875,2819.739990234375,2820.35009765625,0
2010-07-05,2844.02001953125,2862.580078125,2836.31005859375,2855.070068359375,0
2010-07-06,2868.02001953125,2873.0,2827.2099609375,2844.02001953125,0
2010-07-07,2861.030029296875,2875.909912109375,2853.199951171875,2868.02001953125,0
2010-07-08,2897.14990234375,2898.60009765625,2861.030029296875,2861.030029296875,0
2010-07-09,2917.169921875,2919.280029296875,2895.639892578125,2897.14990234375,0
2010-07-12,2925.320068359375,2934.7900390625,2914.659912109375,2923.22998046875,0
2010-07-13,2928.699951171875,2938.889892578125,2918.860107421875,2925.320068359375,0
2010-07-14,2952.81005859375,2954.93994140625,2928.699951171875,2928.699951171875,0
2010-07-15,2943.550048828125,2955.6201171875,2935.1298828125,2952.81005859375,0
2010-07-16,2957.719970703125,2958.5400390625,2939.449951171875,2943.550048828125,0
2010-07-19,2945.419921875,2957.39990234375,2932.1201171875,2936.739990234375,0
2010-07-20,2948.610107421875,2955.1201171875,2942.8798828125,2945.419921875,0
2010-07-21,2926.090087890625,2958.610107421875,2926.090087890625,2948.610107421875,0
2010-07-22,2955.669921875,2955.669921875,2926.090087890625,2926.090087890625,0
2010-07-23,2973.469970703125,2979.449951171875,2955.669921875,2955.669921875,0
2010-07-26,2966.989990234375,2980.47998046875,2962.889892578125,2976.659912109375,0
2010-07-27,2979.3798828125,2991.489990234375,2966.989990234375,2966.989990234375,0
2010-07-28,2985.3798828125,2996.570068359375,2973.1201171875,2979.3798828125,0
2010-07-29,2997.64990234375,2997.64990234375,2980.699951171875,2985.3798828125,0
2010-07-30,2987.699951171875,3018.260009765625,2979.7900390625,2997.64990234375,0
2010-08-03,3014.77001953125,3043.280029296875,3003.669921875,3025.0400390625,0
2010-08-04,3001.8701171875,3014.77001953125,2997.22998046875,3014.77001953125,0
2010-08-05,3006.760009765625,3016.010009765625,3000.7099609375,3001.8701171875,0
2010-08-06,2995.06005859375,3006.760009765625,2978.75,3006.760009765625,0
2010-08-10,2984.2900390625,3002.6298828125,2981.6298828125,2995.06005859375,0
2010-08-11,2949.260009765625,2984.2900390625,2944.610107421875,2984.2900390625,0
2010-08-12,2927.0400390625,2949.260009765625,2916.5400390625,2949.260009765625,0
2010-08-13,2939.969970703125,2948.89990234375,2927.0400390625,2927.0400390625,0
2010-08-16,2933.510009765625,2944.3798828125,2915.7099609375,2921.219970703125,0
2010-08-17,2923.360107421875,2938.77001953125,2923.360107421875,2933.510009765625,0
2010-08-18,2919.3701171875,2941.159912109375,2919.3701171875,2923.360107421875,0
2010-08-19,2946.77001953125,2952.389892578125,2919.3701171875,2919.3701171875,0
2010-08-20,2936.47998046875,2946.77001953125,2925.989990234375,2946.77001953125,0
2010-08-23,2925.989990234375,2937.75,2916.56005859375,2934.5400390625,0
2010-08-24,2922.85009765625,2947.639892578125,2919.0400390625,2925.989990234375,0
2010-08-25,2926.550048828125,2929.5400390625,2910.2099609375,2922.85009765625,0
2010-08-26,2925.8701171875,2935.14990234375,2922.570068359375,2926.550048828125,0
2010-08-27,2938.739990234375,2948.81005859375,2924.590087890625,2925.8701171875,0
2010-08-30,2957.06005859375,2965.409912109375,2948.64990234375,2949.639892578125,0
2010-08-31,2950.330078125,2957.06005859375,2921.449951171875,2957.06005859375,0
2010-09-01,2982.830078125,2982.830078125,2950.330078125,2950.330078125,0
2010-09-02,2986.659912109375,3013.2099609375,2982.830078125,2982.830078125,0
2010-09-03,3002.56005859375,3002.56005859375,2977.1201171875,2986.659912109375,0
2010-09-06,3034.580078125,3034.580078125,3006.969970703125,3011.030029296875,0
2010-09-07,3036.090087890625,3036.090087890625,3018.85009765625,3034.580078125,0
2010-09-08,3011.419921875,3036.090087890625,3002.64990234375,3036.090087890625,0
2010-09-09,3022.280029296875,3026.5,3009.679931640625,3011.419921875,0
2010-09-13,3066.81005859375,3068.5400390625,3022.280029296875,3022.280029296875,0
2010-09-14,3048.64990234375,3067.469970703125,3046.010009765625,3066.81005859375,0
2010-09-15,3071.030029296875,3071.030029296875,3044.8798828125,3048.64990234375,0
2010-09-16,3067.110107421875,3086.280029296875,3056.639892578125,3071.030029296875,0
2010-09-17,3076.3701171875,3083.5400390625,3067.110107421875,3067.110107421875,0
2010-09-20,3080.97998046875,3085.68994140625,3073.5400390625,3075.489990234375,0
2010-09-21,3095.389892578125,3106.139892578125,3080.97998046875,3080.97998046875,0
2010-09-22,3096.10009765625,3116.239990234375,3084.889892578125,3095.389892578125,0
2010-09-23,3083.1298828125,3102.760009765625,3079.6201171875,3096.10009765625,0
2010-09-24,3092.679931640625,3092.679931640625,3069.14990234375,3083.1298828125,0
2010-09-27,3113.4599609375,3125.3798828125,3112.219970703125,3112.429931640625,0
2010-09-28,3097.35009765625,3125.719970703125,3091.550048828125,3113.4599609375,0
2010-09-29,3106.030029296875,3117.409912109375,3097.35009765625,3097.35009765625,0
2010-09-30,3097.6298828125,3106.030029296875,3090.070068359375,3106.030029296875,0
2010-10-01,3130.89990234375,3132.030029296875,3097.6298828125,3097.6298828125,0
2010-10-04,3168.989990234375,3169.820068359375,3138.989990234375,3138.989990234375,0
2010-10-05,3162.360107421875,3162.360107421875,3136.3701171875,3147.719970703125,0
2010-10-06,3190.070068359375,3197.340087890625,3162.360107421875,3162.360107421875,0
2010-10-07,3166.64990234375,3190.070068359375,3154.25,3190.070068359375,0
2010-10-08,3153.340087890625,3172.81005859375,3142.989990234375,3166.64990234375,0
2010-10-11,3163.409912109375,3173.31005859375,3153.340087890625,3153.340087890625,0
2010-10-12,3149.360107421875,3166.25,3146.489990234375,3163.409912109375,0
2010-10-13,3202.159912109375,3202.159912109375,3149.360107421875,3149.360107421875,0
2010-10-14,3195.02001953125,3220.510009765625,3195.02001953125,3202.159912109375,0
2010-10-15,3204.27001953125,3220.7099609375,3191.590087890625,3195.02001953125,0
2010-10-18,3181.27001953125,3217.25,3179.02001953125,3204.27001953125,0
2010-10-19,3192.2900390625,3197.25,3180.1201171875,3181.27001953125,0
2010-10-20,3179.14990234375,3192.2900390625,3158.030029296875,3192.2900390625,0
2010-10-21,3163.530029296875,3193.840087890625,3148.2900390625,3179.14990234375,0
2010-10-22,3173.570068359375,3173.570068359375,3154.580078125,3163.530029296875,0
2010-10-25,3182.080078125,3198.739990234375,3173.570068359375,3173.570068359375,0
2010-10-26,3162.510009765625,3187.330078125,3162.510009765625,3182.080078125,0
2010-10-27,3124.3798828125,3180.9599609375,3119.320068359375,3162.510009765625,0
2010-10-28,3129.5,3139.8701171875,3124.3798828125,3124.3798828125,0
2010-10-29,3142.6201171875,3147.300048828125,3119.139892578125,3129.5,0
2010-11-01,3192.179931640625,3196.0400390625,3142.6201171875,3142.6201171875,0
2010-11-02,3205.280029296875,3212.68994140625,3192.179931640625,3192.179931640625,0
2010-11-03,3224.969970703125,3233.030029296875,3205.280029296875,3205.280029296875,0
2010-11-04,3240.31005859375,3244.320068359375,3220.02001953125,3224.969970703125,0
2010-11-08,3300.39990234375,3300.39990234375,3240.31005859375,3240.31005859375,0
2010-11-09,3313.610107421875,3313.610107421875,3289.0400390625,3300.39990234375,0
2010-11-10,3289.239990234375,3313.610107421875,3286.780029296875,3313.610107421875,0
2010-11-11,3293.389892578125,3312.659912109375,3285.2900390625,3289.239990234375,0
2010-11-12,3252.0,3293.389892578125,3249.580078125,3293.389892578125,0
2010-11-15,3236.800048828125,3255.090087890625,3230.60009765625,3252.0,0
2010-11-16,3212.10009765625,3244.85009765625,3207.10009765625,3236.800048828125,0
2010-11-18,3215.219970703125,3215.219970703125,3193.550048828125,3212.10009765625,0
2010-11-19,3197.3701171875,3230.0400390625,3192.159912109375,3215.219970703125,0
2010-11-22,3190.919921875,3200.260009765625,3183.0400390625,3197.3701171875,0
2010-11-23,3126.300048828125,3190.919921875,3126.300048828125,3190.919921875,0
2010-11-24,3137.010009765625,3157.330078125,3118.6201171875,3126.300048828125,0
2010-11-25,3159.22998046875,3167.030029296875,3137.010009765625,3137.010009765625,0
2010-11-26,3158.080078125,3164.830078125,3147.10009765625,3159.22998046875,0
2010-11-29,3158.2099609375,3169.550048828125,3146.22998046875,3158.080078125,0
2010-11-30,3144.699951171875,3165.409912109375,3134.429931640625,3158.2099609375,0
2010-12-01,3181.93994140625,3182.639892578125,3126.8701171875,3144.699951171875,0
2010-12-02,3197.9599609375,3213.10009765625,3181.93994140625,3181.93994140625,0
2010-12-03,3172.43994140625,3216.7099609375,3172.43994140625,3197.9599609375,0
2010-12-06,3181.409912109375,3203.550048828125,3172.43994140625,3172.43994140625,0
2010-12-07,3191.8798828125,3196.429931640625,3164.39990234375,3181.409912109375,0
2010-12-08,3202.800048828125,3203.25,3186.340087890625,3191.8798828125,0
2010-12-09,3210.199951171875,3218.760009765625,3202.800048828125,3202.800048828125,0
2010-12-10,3185.419921875,3210.199951171875,3181.02001953125,3210.199951171875,0
2010-12-13,3182.320068359375,3191.81005859375,3181.25,3185.419921875,0
2010-12-14,3176.909912109375,3189.64990234375,3171.9599609375,3182.320068359375,0
2010-12-15,3147.199951171875,3179.2099609375,3145.169921875,3176.909912109375,0
2010-12-16,3147.669921875,3157.5400390625,3137.75,3147.199951171875,0
2010-12-17,3153.010009765625,3167.93994140625,3144.139892578125,3147.669921875,0
2010-12-20,3132.9599609375,3163.050048828125,3121.070068359375,3153.010009765625,0
2010-12-21,3139.85009765625,3152.510009765625,3125.0400390625,3132.9599609375,0
2010-12-22,3144.31005859375,3158.239990234375,3139.85009765625,3139.85009765625,0
2010-12-23,3137.780029296875,3160.919921875,3137.780029296875,3144.31005859375,0
2010-12-24,3143.800048828125,3148.419921875,3137.780029296875,3137.780029296875,0
2010-12-27,3159.360107421875,3174.47998046875,3143.800048828125,3143.800048828125,0
2010-12-28,3183.699951171875,3183.699951171875,3159.360107421875,3159.360107421875,0
2010-12-29,3207.909912109375,3212.89990234375,3183.699951171875,3183.699951171875,0
2010-12-30,3212.4599609375,3219.669921875,3206.340087890625,3207.909912109375,0
2010-12-31,3190.0400390625,3220.889892578125,3190.0400390625,3212.4599609375,0
2011-01-03,3235.77001953125,3239.030029296875,3190.0400390625,3190.0400390625,0
2011-01-04,3250.2900390625,3260.080078125,3235.77001953125,3235.77001953125,0
2011-01-05,3254.25,3263.050048828125,3242.97998046875,3250.2900390625,0
2011-01-06,3279.699951171875,3280.429931640625,3254.25,3254.25,0
2011-01-07,3261.35009765625,3280.77001953125,3253.139892578125,3279.699951171875,0
2011-01-10,3229.27001953125,3270.2099609375,3229.27001953125,3261.35009765625,0
2011-01-11,3241.489990234375,3248.969970703125,3223.429931640625,3229.27001953125,0
2011-01-12,3244.93994140625,3249.949951171875,3232.840087890625,3241.489990234375,0
2011-01-13,3255.8701171875,3258.06005859375,3240.800048828125,3244.93994140625,0
2011-01-14,3245.9599609375,3255.8701171875,3224.6201171875,3255.8701171875,0
2011-01-17,3238.6298828125,3259.43994140625,3235.280029296875,3245.9599609375,0
2011-01-18,3249.580078125,3250.429931640625,3236.169921875,3238.6298828125,0
2011-01-19,3241.9599609375,3257.139892578125,3241.9599609375,3249.580078125,0
2011-01-20,3205.47998046875,3241.9599609375,3199.610107421875,3241.9599609375,0
2011-01-21,3184.60009765625,3213.419921875,3179.139892578125,3205.47998046875,0
2011-01-24,3185.760009765625,3212.97998046875,3184.60009765625,3184.60009765625,0
2011-01-25,3181.14990234375,3207.659912109375,3179.090087890625,3185.760009765625,0
2011-01-26,3220.780029296875,3223.989990234375,3181.14990234375,3181.14990234375,0
2011-01-27,3219.830078125,3236.929931640625,3208.159912109375,3220.780029296875,0
2011-01-28,3229.68994140625,3229.68994140625,3211.989990234375,3219.830078125,0
2011-01-31,3179.719970703125,3229.68994140625,3177.780029296875,3229.68994140625,0
2011-02-01,3184.739990234375,3198.1201171875,3179.719970703125,3179.719970703125,0
2011-02-02,3211.1201171875,3213.830078125,3184.739990234375,3184.739990234375,0
2011-02-07,3192.179931640625,3232.989990234375,3190.2099609375,3211.1201171875,0
2011-02-08,3185.360107421875,3198.43994140625,3179.93994140625,3192.179931640625,0
2011-02-09,3150.56005859375,3185.360107421875,3135.43994140625,3185.360107421875,0
2011-02-10,3103.389892578125,3150.56005859375,3096.699951171875,3150.56005859375,0
2011-02-11,3077.27001953125,3103.389892578125,3054.340087890625,3103.389892578125,0
2011-02-14,3104.419921875,3116.659912109375,3077.27001953125,3077.27001953125,0
2011-02-15,3080.659912109375,3111.72998046875,3063.760009765625,3104.419921875,0
2011-02-16,3094.719970703125,3098.659912109375,3064.340087890625,3080.659912109375,0
2011-02-17,3082.830078125,3098.260009765625,3077.469970703125,3094.719970703125,0
2011-02-18,3086.919921875,3111.93994140625,3082.830078125,3082.830078125,0
2011-02-22,3019.1201171875,3070.60009765625,3017.010009765625,3070.60009765625,0
2011-02-23,3001.85009765625,3019.1201171875,2988.52001953125,3019.1201171875,0
2011-02-24,2973.080078125,3006.580078125,2965.239990234375,3001.85009765625,0
2011-02-25,3025.159912109375,3025.159912109375,2971.800048828125,2973.080078125,0
2011-02-28,3010.510009765625,3025.570068359375,2988.10009765625,3025.159912109375,0
2011-03-01,3067.60009765625,3072.010009765625,3010.510009765625,3010.510009765625,0
2011-03-02,3027.510009765625,3067.60009765625,3027.06005859375,3067.60009765625,0
2011-03-03,3037.35009765625,3069.25,3027.510009765625,3027.510009765625,0
2011-03-04,3061.31005859375,3083.2900390625,3037.35009765625,3037.35009765625,0
2011-03-07,3066.52001953125,3074.929931640625,3047.590087890625,3061.31005859375,0
2011-03-08,3103.840087890625,3105.89990234375,3062.52001953125,3066.52001953125,0
2011-03-09,3092.89990234375,3113.02001953125,3087.840087890625,3103.840087890625,0
2011-03-10,3075.43994140625,3094.3798828125,3070.550048828125,3092.89990234375,0
2011-03-11,3043.489990234375,3075.43994140625,3024.169921875,3075.43994140625,0
2011-03-14,3030.860107421875,3043.489990234375,3020.64990234375,3043.489990234375,0
2011-03-15,2946.080078125,3030.860107421875,2932.35009765625,3030.860107421875,0
2011-03-16,2971.0,2980.699951171875,2946.080078125,2946.080078125,0
2011-03-17,2942.8798828125,2971.0,2933.280029296875,2971.0,0
2011-03-18,2935.780029296875,2967.469970703125,2919.97998046875,2942.8798828125,0
2011-03-21,2983.510009765625,2990.469970703125,2935.780029296875,2935.780029296875,0
2011-03-22,3002.75,3010.85009765625,2980.699951171875,2983.510009765625,0
2011-03-23,3022.18994140625,3027.22998046875,2996.02001953125,3002.75,0
2011-03-24,3043.030029296875,3052.030029296875,3013.590087890625,3022.18994140625,0
2011-03-25,3070.840087890625,3077.60009765625,3043.030029296875,3043.030029296875,0
2011-03-28,3057.3798828125,3070.840087890625,3044.330078125,3070.840087890625,0
2011-03-29,3056.949951171875,3063.7099609375,3044.010009765625,3057.3798828125,0
2011-03-30,3095.320068359375,3109.830078125,3056.949951171875,3056.949951171875,0
2011-03-31,3105.85009765625,3115.469970703125,3092.610107421875,3095.320068359375,0
2011-04-01,3120.469970703125,3131.070068359375,3103.219970703125,3105.85009765625,0
2011-04-04,3140.6201171875,3145.1298828125,3120.469970703125,3120.469970703125,0
2011-04-05,3146.75,3165.449951171875,3133.590087890625,3140.6201171875,0
2011-04-06,3170.330078125,3170.330078125,3141.7099609375,3146.75,0
2011-04-07,3171.64990234375,3174.2099609375,3157.419921875,3170.330078125,0
2011-04-08,3187.31005859375,3187.31005859375,3159.280029296875,3171.64990234375,0
2011-04-11,3160.43994140625,3187.31005859375,3155.590087890625,3187.31005859375,0
2011-04-12,3138.0,3160.43994140625,3127.050048828125,3160.43994140625,0
2011-04-13,3172.080078125,3179.169921875,3133.860107421875,3138.0,0
2011-04-14,3158.919921875,3172.080078125,3154.7900390625,3172.080078125,0
2011-04-15,3153.300048828125,3167.340087890625,3148.10009765625,3158.919921875,0
2011-04-18,3144.3798828125,3168.610107421875,3136.22998046875,3153.300048828125,0
2011-04-19,3125.3701171875,3144.3798828125,3110.27001953125,3144.3798828125,0
2011-04-20,3165.800048828125,3167.530029296875,3125.3701171875,3125.3701171875,0
2011-04-21,3194.72998046875,3204.2099609375,3165.800048828125,3165.800048828125,0
2011-04-25,3187.719970703125,3208.340087890625,3186.89990234375,3194.72998046875,0
2011-04-26,3171.830078125,3187.719970703125,3168.8701171875,3187.719970703125,0
2011-04-27,3182.679931640625,3206.110107421875,3154.300048828125,3171.830078125,0
2011-04-28,3184.989990234375,3201.179931640625,3179.669921875,3182.679931640625,0
2011-04-29,3172.72998046875,3196.43994140625,3169.110107421875,3184.989990234375,0
2011-05-03,3153.570068359375,3182.4599609375,3143.72998046875,3179.860107421875,0
2011-05-04,3110.6201171875,3153.570068359375,3101.47998046875,3153.570068359375,0
2011-05-05,3109.85009765625,3119.330078125,3097.64990234375,3113.760009765625,0
2011-05-06,3099.52001953125,3109.85009765625,3078.260009765625,3109.85009765625,0
2011-05-09,3136.93994140625,3146.31005859375,3099.52001953125,3099.52001953125,0
2011-05-10,3156.260009765625,3164.97998046875,3130.449951171875,3136.93994140625,0
2011-05-11,3177.179931640625,3180.530029296875,3156.260009765625,3156.260009765625,0
2011-05-12,3130.449951171875,3177.179931640625,3129.18994140625,3177.179931640625,0
2011-05-13,3163.679931640625,3167.56005859375,3130.449951171875,3130.449951171875,0
2011-05-16,3136.47998046875,3163.679931640625,3126.800048828125,3163.679931640625,0
2011-05-18,3141.2099609375,3145.10009765625,3124.929931640625,3136.47998046875,0
2011-05-19,3168.81005859375,3180.52001953125,3141.2099609375,3141.2099609375,0
